"ID","Family","Genus","Species","Sex","Exclude","Pinned","Body","Forewing left","Forewing right","Hindwing left","Hindwing right","Site","Latitude","Longitude","Climate","Date","Collector","Binomial"
1,"Hesperiidae","Telicota","augias","Male","Yes","No","n","y","n","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Telicota augias"
2,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Mycalesis terminus"
3,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Zizina otis"
4,"Hesperiidae","Notocrypta","waigensis","Female","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Notocrypta waigensis"
5,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Mycalesis terminus"
6,"Lycaenidae","Hypolycaena","phorbas","Female","No","No","n","n","n","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Hypolycaena phorbas"
7,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Zizina otis"
8,"Pieridae","Delias","mysis","Male","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Delias mysis"
9,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Mycalesis terminus"
10,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Mycalesis terminus"
11,"Nymphalidae","Danaus","affinis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Danaus affinis"
12,"Nymphalidae","Danaus","affinis","Female","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Danaus affinis"
13,"Pieridae","Delias","mysis","Male","Yes","Yes","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Delias mysis"
14,"Lycaenidae","Nacaduba","cyanea","Female","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Nacaduba cyanea"
15,"Nymphalidae","Cethosia","cydippe","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Cethosia cydippe"
16,"Hesperiidae","Telicota","mesoptis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Telicota mesoptis"
17,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Mycalesis terminus"
18,"Lycaenidae","Hypolycaena","phorbas","Female","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Hypolycaena phorbas"
19,"Hesperiidae","Telicota","mesoptis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Telicota mesoptis"
20,"Nymphalidae","Cethosia","cydippe","Female","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","SP","Cethosia cydippe"
21,"Nymphalidae","Cethosia","cydippe","Male","No","No","n","n","y","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Cethosia cydippe"
22,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Junonia hedonia"
23,"Lycaenidae","Nacaduba","cyanea","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MFE","Nacaduba cyanea"
24,"Nymphalidae","Hypolimnas","bolina","Female","Yes","Yes","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Hypolimnas bolina"
25,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Zizina otis"
26,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Zizina otis"
27,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Zizina otis"
28,"Nymphalidae","Danaus","affinis","Male","No","No","n","n","n","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Danaus affinis"
29,"Lycaenidae","Zizina","otis","Female","Yes","Yes","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Zizina otis"
30,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","y","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Mycalesis terminus"
31,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","y","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Telicota mesoptis"
32,"Nymphalidae","Mycalesis","terminus","Female","Yes","Yes","n","y","y","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Mycalesis terminus"
33,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Mycalesis terminus"
34,"Nymphalidae","Cupha","prosope","Female","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Cupha prosope"
35,"Lycaenidae","Jamides","phaseli","Male","No","No","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Jamides phaseli"
36,"Nymphalidae","Danaus","affinis","Male","No","No","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Danaus affinis"
37,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Mycalesis terminus"
38,"Pieridae","Cepora","perimale","Male","No","No","n","n","n","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","HS","Cepora perimale"
39,"Lycaenidae","Zizina","otis","Male","No","No","y","y","n","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Zizina otis"
41,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Zizina otis"
42,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Junonia hedonia"
43,"Hesperiidae","Telicota","mesoptis","Male","No","No","n","n","n","y","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Telicota mesoptis"
44,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Mycalesis terminus"
46,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Junonia hedonia"
47,"Lycaenidae","Arhopala","micale","Female","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Arhopala micale"
48,"Lycaenidae","Prosotas","dubiosa","Female","No","No","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Prosotas dubiosa"
49,"Nymphalidae","Melanitis","leda","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Melanitis leda"
50,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","16/07/2022","MEH","Mycalesis terminus"
51,"Pieridae","Delias","mysis","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Delias mysis"
52,"Lycaenidae","Nacaduba","kurava","Male","No","No","n","y","n","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Nacaduba kurava"
53,"Nymphalidae","Euploea","tulliolus","Female","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Euploea tulliolus"
54,"Nymphalidae","Pantoporia","consimilis","Male","No","No","y","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Pantoporia consimilis"
55,"Pieridae","Delias","mysis","Male","No","No","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Delias mysis"
56,"Pieridae","Delias","mysis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Delias mysis"
57,"Pieridae","Delias","mysis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Delias mysis"
58,"Pieridae","Catopsilia","pomona","Female","No","No","n","n","y","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Catopsilia pomona"
59,"Nymphalidae","Mycalesis","terminus","Male","Yes","Yes","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Mycalesis terminus"
60,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Mycalesis terminus"
61,"Nymphalidae","Cethosia","cydippe","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Cethosia cydippe"
62,"Pieridae","Delias","mysis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Delias mysis"
63,"Pieridae","Delias","nigrina","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Delias nigrina"
64,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Zizina otis"
65,"Pieridae","Delias","nigrina","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Delias nigrina"
66,"Lycaenidae","Prosotas","dubiosa","Female","No","No","n","y","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Prosotas dubiosa"
67,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","n","n","y","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Mycalesis terminus"
68,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Zizina otis"
69,"Pieridae","Catopsilia","pomona","Male","Yes","Yes","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Catopsilia pomona"
70,"Hesperiidae","Telicota","mesoptis","Male","Yes","Yes","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Telicota mesoptis"
71,"Pieridae","Delias","mysis","Male","No","No","n","n","n","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Delias mysis"
72,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","HS","Junonia hedonia"
73,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Zizina otis"
74,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Zizina otis"
75,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Zizina otis"
76,"Hesperiidae","Ocybadistes","flavovittatus","Female","Yes","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Ocybadistes flavovittatus"
77,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","y","n","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Mycalesis terminus"
78,"Pieridae","Delias","nigrina","Male","No","No","n","n","y","n","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Delias nigrina"
79,"Lycaenidae","Hypolycaena","phorbas","Male","No","No","n","y","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Hypolycaena phorbas"
80,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","y","y","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Mycalesis terminus"
81,"Lycaenidae","Hypolycaena","phorbas","Female","Yes","Yes","n","n","n","n","y","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Hypolycaena phorbas"
82,"Hesperiidae","Telicota","mesoptis","Male","Yes","No","n","n","n","n","n","BG",-16.90136852,145.7505777,"Tropical","17/07/2022","LH","Telicota mesoptis"
85,"Pieridae","Eurema","hecabe","Male","Yes","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Eurema hecabe"
86,"Pieridae","Eurema","hecabe","Female","Yes","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Eurema hecabe"
87,"Pieridae","Eurema","hecabe","Male","Yes","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
88,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
89,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
90,"Pieridae","Eurema","hecabe","Female","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
91,"Pieridae","Eurema","hecabe","Male","No","No","n","n","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
92,"Pieridae","Eurema","hecabe","Female","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Eurema hecabe"
93,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","MFE","Eurema hecabe"
94,"Pieridae","Eurema","hecabe","Male","No","No","n","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Eurema hecabe"
95,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Eurema hecabe"
96,"Pieridae","Eurema","laeta","Male","No","No","y","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Eurema laeta"
97,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","19/07/2022","LH","Eurema hecabe"
99,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
101,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
102,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
103,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
104,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
105,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
106,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
107,"Lycaenidae","Jamides","aleuas","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Jamides aleuas"
108,"Papilionidae","Graphium","agamemnon","Female","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Graphium agamemnon"
109,"Nymphalidae","Junonia","hedonia","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
110,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
111,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Telicota mesoptis"
112,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
113,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
114,"Hesperiidae","Telicota","mesoptis","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Telicota mesoptis"
115,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
116,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","y","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
117,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
118,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
119,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
120,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
121,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Telicota mesoptis"
122,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
123,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
124,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
125,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizula hylax"
126,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizula hylax"
127,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
128,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
129,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
130,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
131,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
132,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
133,"Papilionidae","Papilio","ambrax","Female","Yes","Yes","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Papilio ambrax"
134,"Lycaenidae","Arhopala","micale","Male","Yes","Yes","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Arhopala micale"
135,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
136,"Nymphalidae","Mycalesis","perseus","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis perseus"
137,"Nymphalidae","Mycalesis","perseus","Female","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis perseus"
138,"Nymphalidae","Mycalesis","perseus","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis perseus"
139,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
140,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis terminus"
141,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
142,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
143,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
144,"Lycaenidae","Zizina","otis","Female","Yes","Yes","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
145,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
146,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
147,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
148,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
149,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizula hylax"
150,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
151,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
152,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
153,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
154,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
155,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
156,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
157,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
158,"Lycaenidae","Zizina","otis","Male","No","No","y","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
159,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
160,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
161,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
162,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
163,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
164,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Junonia hedonia"
165,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
166,"Nymphalidae","Mycalesis","perseus","Female","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Mycalesis perseus"
167,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Zizina otis"
168,"Nymphalidae","Mycalesis","perseus","Male","No","No","n","y","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Mycalesis perseus"
169,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","LH","Eurema hecabe"
170,"Nymphalidae","Junonia","hedonia","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
171,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
172,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
173,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
174,"Lycaenidae","Famegana","alsulus","Male","No","No","y","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Famegana alsulus"
175,"Nymphalidae","Melanitis","leda","Female","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Melanitis leda"
176,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
177,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
178,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
179,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
