"ID","Family","Genus","Species","Sex","Exclude","Pinned","Body","Forewing left","Forewing right","Hindwing left","Hindwing right","Site","Latitude","Longitude","Climate","Date","Collector","Binomial"
2977,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","y","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizula hylax"
2978,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizina otis"
2979,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizina otis"
2980,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizula hylax"
2981,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizina otis"
2982,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizina otis"
2983,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizula hylax"
2984,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","MFE","Zizula hylax"
2985,"Papilionidae","Graphium","choredon","Male","Yes","Yes","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Graphium choredon"
2986,"Pieridae","Elodina","angulipennis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Elodina angulipennis"
2987,"Pieridae","Elodina","angulipennis","Male","Yes","Yes","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Elodina angulipennis"
2988,"Pieridae","Cepora","perimale","Male","Yes","Yes","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Cepora perimale"
2989,"Nymphalidae","Danaus","petilia","Female","No","No","n","n","y","n","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus petilia"
2990,"Nymphalidae","Euploea","corinna","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Euploea corinna"
2991,"Nymphalidae","Euploea","corinna","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Euploea corinna"
2992,"Nymphalidae","Danaus","plexippus","Male","No","No","n","n","n","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2993,"Nymphalidae","Danaus","plexippus","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2994,"Nymphalidae","Danaus","plexippus","Male","Yes","Yes","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2995,"Nymphalidae","Danaus","plexippus","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2996,"Nymphalidae","Danaus","plexippus","Male","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2997,"Nymphalidae","Danaus","plexippus","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2998,"Nymphalidae","Danaus","plexippus","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Danaus plexippus"
2999,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3000,"Lycaenidae","Prosotas","felderi","Female","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Prosotas felderi"
3001,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3002,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3003,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3004,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3005,"Lycaenidae","Zizina","otis","Female","No","No","n","y","n","n","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3006,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3007,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3008,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3009,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3010,"Lycaenidae","Zizula","hylax","Male","No","No","n","y","y","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3011,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3012,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3013,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3014,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","y","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3015,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","y","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3016,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3017,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3018,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","n","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3019,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3020,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","y","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3021,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","n","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3022,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizina otis"
3023,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","y","y","OC",-27.55109821,152.991836,"Subtropical","01/11/2023","ZW","Zizula hylax"
3024,"Nymphalidae","Danaus","petilia","Male","Yes","Yes","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Danaus petilia"
3025,"Nymphalidae","Danaus","petilia","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Danaus petilia"
3026,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3027,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3028,"Papilionidae","Papilio","demoleus","Male","No","No","n","n","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3029,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3030,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3031,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3032,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3033,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3034,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","y","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3035,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3036,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3037,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3038,"Papilionidae","Papilio","demoleus","Female","Yes","Yes","n","n","y","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Papilio demoleus"
3039,"Lycaenidae","Candalides","erinus","Male","No","No","n","y","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Candalides erinus"
3040,"Lycaenidae","Zizina","otis","Female","No","No","n","y","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3041,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3042,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3043,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3044,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3045,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3046,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3047,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3048,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3049,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3050,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3051,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","HS","Zizina otis"
3052,"Pieridae","Eurema","hecabe","Male","No","No","n","n","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Eurema hecabe"
3053,"Hesperiidae","Suniana","sunias","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Suniana sunias"
3054,"Nymphalidae","Danaus","petilia","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Danaus petilia"
3055,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Papilio demoleus"
3056,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Papilio demoleus"
3057,"Papilionidae","Papilio","demoleus","Male","No","No","n","y","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Papilio demoleus"
3058,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Papilio demoleus"
3059,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3060,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3061,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3062,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3063,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3064,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3065,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3066,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3067,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3068,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3069,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3070,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3071,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3072,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3073,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3074,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3075,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3076,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","ZW","Zizina otis"
3077,"Pieridae","Eurema","brigitta","Female","Yes","Yes","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Eurema brigitta"
3078,"Hesperiidae","Toxidia","peron","Female","No","No","n","n","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Toxidia peron"
3079,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Papilio demoleus"
3080,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Papilio demoleus"
3081,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Papilio demoleus"
3082,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Papilio demoleus"
3083,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Papilio demoleus"
3084,"Lycaenidae","Lampides","boeticus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Lampides boeticus"
3085,"Lycaenidae","Lampides","boeticus","Female","Yes","Yes","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Lampides boeticus"
3086,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3087,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3088,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3089,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3090,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3091,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3092,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3093,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3094,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3095,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3096,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3097,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3098,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3099,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3100,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3101,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3102,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3103,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3104,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3105,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3106,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3107,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","MFE","Zizina otis"
3108,"Pieridae","Pieris","rapae","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Pieris rapae"
3109,"Pieridae","Delias","argenthona","Male","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Delias argenthona"
3110,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Papilio demoleus"
3111,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Papilio demoleus"
3112,"Papilionidae","Papilio","demoleus","Female","No","No","n","n","n","n","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Papilio demoleus"
3113,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","n","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Papilio demoleus"
3114,"Papilionidae","Papilio","demoleus","Female","No","No","n","y","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Papilio demoleus"
3115,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3116,"Lycaenidae","Zizina","otis","Female","No","No","n","y","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3117,"Lycaenidae","Zizina","otis","Female","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3118,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3119,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3120,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3121,"Lycaenidae","Zizina","otis","Female","No","No","n","n","y","y","y","LSP",-27.22665208,152.9613091,"Subtropical","2/11/2023","DS","Zizina otis"
3122,"Nymphalidae","Melanitis","leda","Female","No","No","n","n","n","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Melanitis leda"
3123,"Nymphalidae","Euploea","corinna","Female","No","No","n","n","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Euploea corinna"
3124,"Nymphalidae","Euploea","corinna","Male","No","No","n","n","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Euploea corinna"
3125,"Pieridae","Pieris","rapae","Male","No","No","n","y","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3126,"Pieridae","Pieris","rapae","Male","No","No","n","y","n","n","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3127,"Pieridae","Pieris","rapae","Male","No","No","n","n","n","n","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3128,"Pieridae","Pieris","rapae","Male","No","No","n","y","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3129,"Pieridae","Pieris","rapae","Male","No","No","n","y","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3130,"Pieridae","Pieris","rapae","Male","No","No","n","n","y","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3131,"Pieridae","Pieris","rapae","Male","No","No","n","y","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3132,"Pieridae","Pieris","rapae","Male","No","No","n","y","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Pieris rapae"
3133,"Hesperiidae","Toxidia","peron","Female","No","No","n","n","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Toxidia peron"
3134,"Hesperiidae","Toxidia","peron","Male","No","No","n","n","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Toxidia peron"
3135,"Lycaenidae","Leptotes","plinius","Male","No","No","n","y","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Leptotes plinius"
3136,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","y","n","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3137,"Lycaenidae","Leptotes","plinius","Male","No","No","n","n","y","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Leptotes plinius"
3138,"Lycaenidae","Leptotes","plinius","Female","No","No","n","y","y","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Leptotes plinius"
3139,"Lycaenidae","Theclinesthes","onycha","Female","No","No","n","n","y","n","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Theclinesthes onycha"
3140,"Lycaenidae","Nacaduba","berenice","Female","No","No","n","n","n","y","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Nacaduba berenice"
3141,"Lycaenidae","Theclinesthes","onycha","Male","No","No","n","y","y","y","n","CC",-27.344776,153.0390842,"Subtropical","03/12/2023","DS","Theclinesthes onycha"
3142,"Lycaenidae","Theclinesthes","onycha","Male","No","No","n","n","n","y","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Theclinesthes onycha"
3143,"Lycaenidae","Zizula","hylax","Female","No","No","n","y","y","y","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3144,"Lycaenidae","Zizula","hylax","Male","No","No","n","y","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3145,"Lycaenidae","Zizula","hylax","Male","No","No","n","y","n","y","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3146,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3147,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3148,"Lycaenidae","Zizula","hylax","Male","No","No","n","y","n","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
3149,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","y","CC",-27.344776,153.0390842,"Subtropical","03/11/2023","DS","Zizula hylax"
