"ID","Family","Binomial","Ndaphnia","Sex","X240m","nbut","death.p","Phylo","Dorsal.conspicuousness","Ventral.conspicuousness","ConspicuousnessDiff"
"747","Hesperiidae","Notocrypta waigensis",10,"Male",0,1,0,"SRR7174518_X_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_feisthamelii",0.462696,0.384441509433962,0.0782544905660377
"656","Nymphalidae","Cupha prosope",10,"Female",0,1,0,"BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis",NA,NA,NA
"3635","Lycaenidae","Candalides hyacinthinus",10,"Male",2,1,0.2,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",NA,NA,NA
"3636","Lycaenidae","Candalides hyacinthinus",10,"Male",1,1,0.1,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",NA,NA,NA
"3707","Nymphalidae","Tisiphone abeona",13,"Male",3,1,0.230769231,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"3714","Hesperiidae","Mesodina halyzia",10,"Male",0,1,0,"BN000481_115_Hesperiidae_Trapezitinae_X_Mesodina_halyzia",NA,0.168473684210526,NA
"3724","Lycaenidae","Candalides hyacinthinus",10,"Male",0,1,0,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",NA,NA,NA
"3678","Nymphalidae","Tisiphone abeona",10,"Male",1,1,0.1,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"3644","Nymphalidae","Junonia villida",10,"Female",3,1,0.3,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.1741546875,0.553848333333333,-0.379693645833333
"3713","Hesperiidae","Toxidia peron",10,"Female",2,1,0.2,"BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron",0.147526666666667,0.35182,-0.204293333333333
"3698","Nymphalidae","Vanessa kershawi",10,"Female",2,1,0.2,"BN007174_LEP28963_Nymphalidae_Nymphalinae_Nymphalini_Vanessa_indica",0.26030701754386,0.214242857142857,0.0460641604010025
"3725","Lycaenidae","Candalides hyacinthinus",10,"Male",3,1,0.3,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",NA,NA,NA
"3712","Hesperiidae","Mesodina halyzia",10,"Male",1,1,0.1,"BN000481_115_Hesperiidae_Trapezitinae_X_Mesodina_halyzia",NA,0.168473684210526,NA
"3643","Nymphalidae","Junonia villida",10,"Female",0,1,0,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.1741546875,0.553848333333333,-0.379693645833333
"3621","Hesperiidae","Toxidia peron",10,"Male",0,1,0,"BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron",0.147526666666667,0.35182,-0.204293333333333
"3677","Nymphalidae","Tisiphone abeona",10,"Male",1,1,0.1,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"3699","Lycaenidae","Candalides hyacinthinus",10,"Male",0,1,0,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",NA,NA,NA
"3679","Nymphalidae","Tisiphone abeona",10,"Male",0,1,0,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"3641","Hesperiidae","Toxidia peron",10,"Male",0,1,0,"BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron",0.147526666666667,0.35182,-0.204293333333333
"3711","Hesperiidae","Mesodina halyzia",10,"Male",3,1,0.3,"BN000481_115_Hesperiidae_Trapezitinae_X_Mesodina_halyzia",NA,0.168473684210526,NA
"229","Nymphalidae","Pantoporia consimilis",10,"Female",2,1,0.2,"BN003337_DL16V052_Nymphalidae_Limenitidinae_Neptini_Pantoporia_hordonia",0.33145,0.357081132075472,-0.0256311320754716
"234","Lycaenidae","Psychonotis caelius",10,"Female",2,1,0.2,"BN003844_KD94R072_Lycaenidae_Polyommatinae_Polyommatini_Psychonotis_caelius",NA,NA,NA
"228","Nymphalidae","Mycalesis terminus",10,"Male",6,1,0.6,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.356050980392157,0.286649019607843,0.0694019607843138
"2289","Nymphalidae","Mycalesis terminus",10,"Female",1,1,0.1,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.356050980392157,0.286649019607843,0.0694019607843138
"107","Lycaenidae","Jamides aleuas",10,"Female",7,1,0.7,"BN004877_YI16P075_Lycaenidae_Polyommatinae_Polyommatini_Jamides_bochus",NA,NA,NA
"137","Nymphalidae","Mycalesis perseus",10,"Female",2,1,0.2,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.247368421052632,0.20746,0.0399084210526315
"2115","Hesperiidae","Pelopidas agna",10,"Male",1,1,0.1,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"335","Hesperiidae","Sabera caesina",10,"Female",3,1,0.3,"BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina",NA,NA,NA
"2095","Nymphalidae","Ypthima arctous",10,"Female",0,1,0,"LEP25269_X_Nymphalidae_Satyrinae_Satyrini_Ypthima_argus_X_ME",0.234603703703704,0.307585106382979,-0.072981402679275
"2021","Hesperiidae","Pelopidas agna",10,"Male",5,1,0.5,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"2280","Hesperiidae","Telicota ancilla",10,"Female",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"261","Nymphalidae","Cupha prosope",10,"Female",6,1,0.6,"BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis",NA,NA,NA
"270","Pieridae","Catopsilia pomona",10,"Female",1,1,0.1,"BN002319_DL13F181_Pieridae_Coliadinae_X_Catopsilia_scylla",NA,NA,NA
"237","Lycaenidae","Psychonotis caelius",10,"Female",1,1,0.1,"BN003844_KD94R072_Lycaenidae_Polyommatinae_Polyommatini_Psychonotis_caelius",NA,NA,NA
"1985","Pieridae","Eurema laeta",10,"Female",0,1,0,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.555508333333333,0.491258181818182,0.0642501515151515
"2209","Nymphalidae","Melanitis leda",10,"Female",0,1,0,"ME11B073_X_Nymphalidae_Satyrinae_Melanitini_Melanitis_leda_X_ME",0.287288372093023,0.090121875,0.197166497093023
"2000","Nymphalidae","Mycalesis terminus",10,"Male",1,1,0.1,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.356050980392157,0.286649019607843,0.0694019607843138
"2011","Hesperiidae","Telicota mesoptis",10,"Male",4,1,0.4,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2013","Hesperiidae","Telicota mesoptis",10,"Female",3,1,0.3,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"336","Hesperiidae","Suniana sunias",10,"Male",2,1,0.2,"BN000778_380_Hesperiidae_Hesperiinae_Taractrocerini_Suniana_sunias",0.0850190476190477,0.190532608695652,-0.105513561076605
"2022","Hesperiidae","Arrhenes dschilus",10,"Female",0,1,0,"BN000141_311_Hesperiidae_Hesperiinae_Taractrocerini_Arrhenes_dschilus",0.0697023255813954,0.076350909090909,-0.00664858350951358
"2142","Hesperiidae","Pelopidas agna",10,"Male",3,1,0.3,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"2144","Hesperiidae","Suniana sunias",10,"Female",1,1,0.1,"BN000778_380_Hesperiidae_Hesperiinae_Taractrocerini_Suniana_sunias",0.0850190476190477,0.190532608695652,-0.105513561076605
"2056","Nymphalidae","Euploea tulliolus",10,"Female",2,1,0.2,"BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta",0.362420967741936,0.33076,0.0316609677419355
"2065","Pieridae","Eurema hecabe",10,"Male",0,1,0,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.639188679245283,0.567830188679245,0.0713584905660377
"2116","Hesperiidae","Pelopidas agna",10,"Male",2,1,0.2,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"2087","Hesperiidae","Telicota mesoptis",10,"Male",10,1,1,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2204","Hesperiidae","Telicota mesoptis",10,"Male",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"160","Nymphalidae","Junonia hedonia",10,"Female",5,1,0.5,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.244852542372881,0.173581034482759,0.0712715078901226
"4233","Nymphalidae","Mycalesis perseus",10,"Male",2,1,0.2,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.247368421052632,0.20746,0.0399084210526315
"2010","Hesperiidae","Telicota mesoptis",11,"Male",3,1,0.272727273,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2129","Hesperiidae","Telicota mesoptis",10,"Male",9,1,0.9,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2023","Hesperiidae","Arrhenes dschilus",10,"Female",0,1,0,"BN000141_311_Hesperiidae_Hesperiinae_Taractrocerini_Arrhenes_dschilus",0.0697023255813954,0.076350909090909,-0.00664858350951358
"218","Hesperiidae","Telicota mesoptis",10,"Female",1,1,0.1,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2075","Hesperiidae","Pelopidas agna",10,"Male",4,1,0.4,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"219","Lycaenidae","Jamides aleuas",10,"Male",8,1,0.8,"BN004877_YI16P075_Lycaenidae_Polyommatinae_Polyommatini_Jamides_bochus",NA,NA,NA
"216","Hesperiidae","Telicota mesoptis",10,"Female",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"263","Nymphalidae","Pantoporia consimilis",10,"Female",10,1,1,"BN003337_DL16V052_Nymphalidae_Limenitidinae_Neptini_Pantoporia_hordonia",0.33145,0.357081132075472,-0.0256311320754716
"96","Pieridae","Eurema laeta",10,"Male",0,1,0,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.555508333333333,0.491258181818182,0.0642501515151515
"2174","Hesperiidae","Arrhenes dschilus",10,"Male",2,1,0.2,"BN000141_311_Hesperiidae_Hesperiinae_Taractrocerini_Arrhenes_dschilus",0.0697023255813954,0.076350909090909,-0.00664858350951358
"2179","Nymphalidae","Mycalesis perseus",10,"Female",0,1,0,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.247368421052632,0.20746,0.0399084210526315
"2141","Hesperiidae","Telicota mesoptis",10,"Male",9,1,0.9,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2207","Hesperiidae","Arrhenes dschilus",10,"Male",1,1,0.1,"BN000141_311_Hesperiidae_Hesperiinae_Taractrocerini_Arrhenes_dschilus",0.0697023255813954,0.076350909090909,-0.00664858350951358
"2208","Hesperiidae","Pelopidas lyelli",10,"Male",5,1,0.5,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",NA,0.16765,NA
"271","Hesperiidae","Sabera caesina",10,"Female",1,1,0.1,"BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina",NA,NA,NA
"2123","Hesperiidae","Suniana sunias",10,"Male",0,1,0,"BN000778_380_Hesperiidae_Hesperiinae_Taractrocerini_Suniana_sunias",0.0850190476190477,0.190532608695652,-0.105513561076605
"316","Lycaenidae","Jamides aleuas",10,"Male",9,1,0.9,"BN004877_YI16P075_Lycaenidae_Polyommatinae_Polyommatini_Jamides_bochus",NA,NA,NA
"2130","Hesperiidae","Telicota mesoptis",10,"Female",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.178954545454545,0.0848606557377048,0.0940938897168405
"2062","Pieridae","Eurema laeta",10,"Male",0,1,0,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.555508333333333,0.491258181818182,0.0642501515151515
"249","Lycaenidae","Jamides aleuas",11,"Female",4,1,0.363636364,"BN004877_YI16P075_Lycaenidae_Polyommatinae_Polyommatini_Jamides_bochus",NA,NA,NA
"295","Hesperiidae","Sabera caesina",10,"Female",0,1,0,"BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina",NA,NA,NA
"2055","Nymphalidae","Melanitis leda",10,"Female",0,1,0,"ME11B073_X_Nymphalidae_Satyrinae_Melanitini_Melanitis_leda_X_ME",0.287288372093023,0.090121875,0.197166497093023
"2117","Hesperiidae","Pelopidas agna",10,"Male",9,1,0.9,"ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME",0.115526785714286,0.266247368421053,-0.150720582706767
"93","Pieridae","Eurema hecabe",10,"Male",7,1,0.7,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.639188679245283,0.567830188679245,0.0713584905660377
"162","Nymphalidae","Junonia hedonia",10,"Male",0,1,0,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.244852542372881,0.173581034482759,0.0712715078901226
"1638","Nymphalidae","Heteronympha merope",10,"Male",1,1,0.1,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.258878571428572,0.397730769230769,-0.138852197802198
"1615","Nymphalidae","Heteronympha merope",10,"Male",7,1,0.7,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.258878571428572,0.397730769230769,-0.138852197802198
"1697","Nymphalidae","Tisiphone abeona",10,"Female",0,1,0,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1650","Nymphalidae","Heteronympha mirifica",10,"Male",1,1,0.1,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.435859259259259,0.174855,0.261004259259259
"1681","Nymphalidae","Heteronympha merope",10,"Male",1,1,0.1,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.258878571428572,0.397730769230769,-0.138852197802198
"1648","Nymphalidae","Heteronympha mirifica",10,"Male",1,1,0.1,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.435859259259259,0.174855,0.261004259259259
"1766","Nymphalidae","Tisiphone abeona",10,"Male",0,1,0,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1641","Hesperiidae","Telicota ancilla",10,"Male",3,1,0.3,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"1687","Hesperiidae","Ocybadistes walkeri",10,"Male",3,1,0.3,"BN000549_127_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_walkeri",0.0825531914893618,0.33149,-0.248936808510638
"1628","Nymphalidae","Tisiphone abeona",10,"Female",0,1,0,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1695","Nymphalidae","Tisiphone abeona",10,"Male",3,1,0.3,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1728","Nymphalidae","Tisiphone abeona",10,"Male",1,1,0.1,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1683","Nymphalidae","Hypocysta metirius",10,"Male",5,1,0.5,"BN005507_DH18R117_Nymphalidae_Satyrinae_Satyrini_Hypocysta_calypso",0.179474074074074,0.269114285714286,-0.0896402116402115
"1680","Nymphalidae","Hypocysta metirius",10,"Male",2,1,0.2,"BN005507_DH18R117_Nymphalidae_Satyrinae_Satyrini_Hypocysta_calypso",0.179474074074074,0.269114285714286,-0.0896402116402115
"1656","Nymphalidae","Heteronympha mirifica",10,"Male",4,1,0.4,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.435859259259259,0.174855,0.261004259259259
"1651","Hesperiidae","Telicota ancilla",10,"Female",2,1,0.2,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"1726","Nymphalidae","Tisiphone abeona",10,"Male",1,1,0.1,"BN003853_RE05C007_Nymphalidae_Satyrinae_Satyrini_Tisiphone_abeona",0.333321538461538,0.30099,0.0323315384615385
"1679","Hesperiidae","Telicota ancilla",10,"Female",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"1730","Nymphalidae","Heteronympha merope",10,"Male",9,1,0.9,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.258878571428572,0.397730769230769,-0.138852197802198
"1662","Nymphalidae","Ypthima arctous",10,"Male",2,1,0.2,"LEP25269_X_Nymphalidae_Satyrinae_Satyrini_Ypthima_argus_X_ME",0.234603703703704,0.307585106382979,-0.072981402679275
"1758","Nymphalidae","Hypocysta metirius",10,"Male",7,1,0.7,"BN005507_DH18R117_Nymphalidae_Satyrinae_Satyrini_Hypocysta_calypso",0.179474074074074,0.269114285714286,-0.0896402116402115
"3025","Nymphalidae","Danaus petilia",10,"Male",3,1,0.3,"GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus",0.453388235294118,0.450413636363636,0.00297459893048124
"1167","Nymphalidae","Danaus plexippus",10,"Female",10,1,1,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"1240","Lycaenidae","Lampides boeticus",10,"Female",7,1,0.7,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",0.487775438596491,0.572590909090909,-0.084815470494418
"1226","Pieridae","Eurema smilax",10,"Female",1,1,0.1,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.563998076923077,0.507790196078431,0.0562078808446456
"1160","Pieridae","Belenois java",10,"Female",0,1,0,"BN002237_LEP46735_Pieridae_Pierinae_Pierini_Belenois_java",0.621970175438596,0.70523,-0.0832598245614036
"1099","Lycaenidae","Lampides boeticus",10,"Female",6,1,0.6,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",0.487775438596491,0.572590909090909,-0.084815470494418
"1250","Nymphalidae","Danaus plexippus",10,"Male",0,1,0,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"1241","Nymphalidae","Melanitis leda",10,"Female",2,1,0.2,"ME11B073_X_Nymphalidae_Satyrinae_Melanitini_Melanitis_leda_X_ME",0.287288372093023,0.090121875,0.197166497093023
"1173","Pieridae","Belenois java",10,"Male",0,1,0,"BN002237_LEP46735_Pieridae_Pierinae_Pierini_Belenois_java",0.621970175438596,0.70523,-0.0832598245614036
"3083","Papilionidae","Papilio demoleus",10,"Female",2,1,0.2,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",0.467561764705882,0.529811320754717,-0.0622495560488348
"3057","Papilionidae","Papilio demoleus",10,"Male",4,1,0.4,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",0.467561764705882,0.529811320754717,-0.0622495560488348
"1208","Nymphalidae","Danaus plexippus",10,"Female",0,1,0,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"3078","Hesperiidae","Toxidia peron",10,"Female",1,1,0.1,"BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron",0.147526666666667,0.35182,-0.204293333333333
"1183","Nymphalidae","Danaus plexippus",10,"Female",0,1,0,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"1119","Lycaenidae","Lampides boeticus",11,"Female",8,1,0.727272727,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",0.487775438596491,0.572590909090909,-0.084815470494418
"3054","Nymphalidae","Danaus petilia",10,"Male",2,1,0.2,"GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus",0.453388235294118,0.450413636363636,0.00297459893048124
"3056","Papilionidae","Papilio demoleus",10,"Female",1,1,0.1,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",0.467561764705882,0.529811320754717,-0.0622495560488348
"3058","Papilionidae","Papilio demoleus",10,"Female",3,1,0.3,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",0.467561764705882,0.529811320754717,-0.0622495560488348
"1207","Pieridae","Eurema smilax",10,"Female",4,1,0.4,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.563998076923077,0.507790196078431,0.0562078808446456
"1246","Nymphalidae","Danaus plexippus",10,"Female",4,1,0.4,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"1211","Nymphalidae","Danaus plexippus",10,"Male",0,1,0,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",0.339136206896552,0.563555102040816,-0.224418895144264
"3109","Pieridae","Delias argenthona",10,"Male",3,1,0.3,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",0.630693650793651,0.668017647058823,-0.0373239962651727
"1163","Hesperiidae","Ocybadistes flavovittatus",9,"Female",3,1,0.333333333,"DL02Q800_X_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_flavovittata_X_ME",NA,NA,NA
"1174","Pieridae","Delias argenthona",10,"Female",0,1,0,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",0.630693650793651,0.668017647058823,-0.0373239962651727
"1118","Lycaenidae","Lampides boeticus",10,"Male",10,1,1,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",0.487775438596491,0.572590909090909,-0.084815470494418
"1170","Pieridae","Delias argenthona",10,"Male",3,1,0.3,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",0.630693650793651,0.668017647058823,-0.0373239962651727
"1233","Lycaenidae","Lampides boeticus",10,"Male",1,1,0.1,"BN001093_BNSZS00308_Lycaenidae_Polyommatinae_Polyommatini_Lampides_boeticus",0.487775438596491,0.572590909090909,-0.084815470494418
"3111","Papilionidae","Papilio demoleus",10,"Female",4,1,0.4,"SRR5879306_X_Papilionidae_Papilioninae_Papilionini_Papilio_ambrax",0.467561764705882,0.529811320754717,-0.0622495560488348
"1205","Pieridae","Eurema smilax",10,"Female",5,1,0.5,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",0.563998076923077,0.507790196078431,0.0562078808446456
"1179","Nymphalidae","Junonia villida",10,"Female",0,1,0,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.1741546875,0.553848333333333,-0.379693645833333
"1518","Hesperiidae","Telicota ancilla",10,"Male",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"1561","Hesperiidae","Trapezites symmomus",10,"Male",0,1,0,"BN000850_89_Hesperiidae_Trapezitinae_X_Trapezites_symmomus",0.0908371428571428,0.222654237288136,-0.131817094430993
"1519","Hesperiidae","Telicota ancilla",10,"Male",0,1,0,"BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias",0.321272881355932,0.326772222222222,-0.00549934086629011
"1531","Hesperiidae","Toxidia peron",10,"Female",2,1,0.2,"BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron",0.147526666666667,0.35182,-0.204293333333333
"1545","Nymphalidae","Heteronympha merope",10,"Male",5,1,0.5,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",0.258878571428572,0.397730769230769,-0.138852197802198
"1543","Pieridae","Pieris rapae",10,"Male",0,1,0,"BN007169_LEP50891_Pieridae_Pierinae_Pierini_Pieris_rapae",0.709524528301887,0.728604444444444,-0.0190799161425576
"1529","Lycaenidae","Candalides absimilis",10,"Female",9,1,0.9,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",0.707786363636364,0.688629824561404,0.0191565390749602
"1527","Lycaenidae","Candalides absimilis",10,"Female",7,1,0.7,"RE05D052_X_Lycaenidae_Theclinae_Candalidini_Candalides_xanthospilos_X_ME",0.707786363636364,0.688629824561404,0.0191565390749602
"2647","Nymphalidae","Mycalesis sirius",9,"Female",0,1,0,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.195640476190476,0.246184615384615,-0.0505441391941392
"2393","Nymphalidae","Junonia hedonia",10,"Male",0,1,0,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",0.244852542372881,0.173581034482759,0.0712715078901226
"2598","Nymphalidae","Mycalesis terminus",10,"Male",1,1,0.1,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.356050980392157,0.286649019607843,0.0694019607843138
"2319","Nymphalidae","Ypthima arctous",10,"Female",7,1,0.7,"LEP25269_X_Nymphalidae_Satyrinae_Satyrini_Ypthima_argus_X_ME",0.234603703703704,0.307585106382979,-0.072981402679275
"496","Pieridae","Delias nigrina",10,"Male",0,1,0,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",0.544332727272727,0.283626984126984,0.260705743145743
"2615","Nymphalidae","Mycalesis perseus",10,"Female",3,1,0.3,"BN004362_DL02P763_Nymphalidae_Satyrinae_Satyrini_Mycalesis_francisca",0.247368421052632,0.20746,0.0399084210526315
